date,Açıklama,Kategori,İşlem Tutarı*,Tutar Aralığı
2024-11-02 00:18:02,PAYTR /MATIK ISTANBUL 6233,other,-35.0,[0-100]
2024-11-02 00:17:07,PAYTR /MATIK ISTANBUL 6233,other,-42.0,[0-100]
2024-11-01 20:37:56,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-11-01 16:24:00,"ÜCRET H2411772479415 1000,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-01 16:24:00,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1898805379 H2411772479415*FAST,money_transfer,-1000.0,[500-1000]
2024-11-01 15:35:42,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-01 11:42:07,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-110.0,[100-500]
2024-10-31 23:10:38,FLYPEGASUS PGS342842429 ISTANBUL 6233,transportation,-770.97,[500-1000]
2024-10-31 12:08:13,FLYPEGASUS PGS342735615 ISTANBUL 6233,transportation,-1567.94,[1000-2000]
2024-10-31 10:59:26,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-118.0,[100-500]
2024-10-31 09:30:08,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-30.0,[0-100]
2024-10-30 20:27:21,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-10-30 17:39:31,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-10-30 12:44:00,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-10-30 11:19:26,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-230.0,[100-500]
2024-10-29 17:21:03,SABANCI UNIVERSITE ISTANBUL 6233,education,-1000.0,[500-1000]
2024-10-29 12:57:51,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2024-10-29 07:39:00,"BSMV H2410756135727 2,11 TRY ÜZ.",other,-0.11,[0-100]
2024-10-29 07:39:00,"ÜCRET H2410756135727 250,00 TRY ÜZ.",money_transfer,-2.11,[0-100]
2024-10-29 07:39:00,EGE ŞAŞI*TR740006400000112991084275*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*H2410756135727,money_transfer,-250.0,[100-500]
2024-10-26 22:44:58,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-10-25 23:37:26,SAYGIOGULLARI PETROL TEKIRDAG 6233,fuel,-77.0,[0-100]
2024-10-25 19:36:47,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-31.0,[0-100]
2024-10-25 18:41:02,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-51.0,[0-100]
2024-10-25 18:21:29,KOZLU YILMAZ GIDA TU ISTANBUL 6233,food,-300.0,[100-500]
2024-10-25 16:47:47,GUR-SEL TURIZM ISTANBUL 6233,transportation,-40.0,[0-100]
2024-10-25 11:52:42,VODAFONE FATURA MPASS I ISTANBUL 6233,market & shopping,-794.0,[500-1000]
2024-10-25 11:19:19,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-135.0,[100-500]
2024-10-24 21:26:58,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-65.0,[0-100]
2024-10-24 17:43:37,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-180.0,[100-500]
2024-10-24 14:33:40,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-95.0,[0-100]
2024-10-24 09:41:28,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-160.0,[100-500]
2024-10-23 23:09:12,YEMEKSEPETI ISTANBUL 6233,food,-245.0,[100-500]
2024-10-23 14:55:33,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-10-22 15:33:20,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-55.0,[0-100]
2024-10-22 12:28:29,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-10-22 10:42:25,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-130.0,[100-500]
2024-10-21 19:40:56,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-150.0,[100-500]
2024-10-21 12:34:56,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-85.0,[0-100]
2024-10-20 18:31:25,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-4384.18,[2000-5000]
2024-10-20 16:53:27,SABANCI UNIVERSITESI ISTANBUL 6233,education,-95.0,[0-100]
2024-10-20 13:49:15,"ÜCRET H2410721803370 70,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-20 13:49:15,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1871059594 H2410721803370*FAST,money_transfer,-70.0,[0-100]
2024-10-20 13:30:50,HMR RESTORAN GIDA ISTANBUL 6233,food,-121.5,[100-500]
2024-10-20 01:41:09,IYZICO*ITX TURKEY PERAK ISTANBUL 6233,market & shopping,-2390.0,[2000-5000]
2024-10-19 23:10:09,"ÜCRET H2410720684485 140,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-19 23:10:09,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1870485833 H2410720684485*FAST,money_transfer,-140.0,[100-500]
2024-10-19 18:44:17,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-10-19 13:50:43,"ÜCRET H2410718998939 150,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-19 13:50:43,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1869365268 H2410718998939*FAST,money_transfer,-150.0,[100-500]
2024-10-18 23:24:04,GUR-SEL TURIZM ISTANBUL 6233,transportation,-20.0,[0-100]
2024-10-18 21:04:29,DARK BUFE ISTANBUL 6233,other,-80.0,[0-100]
2024-10-18 20:57:47,SUSHICO ISTANBUL 6233,food,-720.0,[500-1000]
2024-10-18 16:48:27,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-195.0,[100-500]
2024-10-18 13:44:59,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-10-18 13:44:44,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-10-17 18:21:40,PAPARA/DATAJIRO YAZI ANKARA 6233,other,-354.09,[100-500]
2024-10-17 17:53:56,PACOTTA PASTA KAFE ISTANBUL 6233,dessert,-310.0,[100-500]
2024-10-17 17:47:31,TUBA SEZER ISTANBUL 6233,other,-193.92,[100-500]
2024-10-17 14:48:39,TAKSIDE POS ISTANBUL 6233,other,-133.86,[100-500]
2024-10-17 14:37:07,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-21.0,[0-100]
2024-10-17 13:47:07,GUR-SEL TURIZM ISTANBUL 6233,transportation,-50.0,[0-100]
2024-10-17 09:37:24,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-118.0,[100-500]
2024-10-16 12:41:20,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-10-15 12:35:52,SABANCI UNIVERSITESI ISTANBUL 6233,education,-90.0,[0-100]
2024-10-12 13:53:36,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-200.0,[100-500]
2024-10-12 11:08:03,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-105.0,[100-500]
2024-10-11 15:28:01,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-60.0,[0-100]
2024-10-11 11:39:42,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-631.52,[500-1000]
2024-10-10 20:33:02,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-160.0,[100-500]
2024-10-10 12:08:30,PAYTR /MATIK ISTANBUL 6233,other,-18.0,[0-100]
2024-10-10 12:06:37,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-37.0,[0-100]
2024-10-10 10:57:19,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-255.0,[100-500]
2024-10-09 22:58:44,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-479.9,[100-500]
2024-10-09 19:33:33,YEMEKSEPETI ISTANBUL 6233,food,-224.0,[100-500]
2024-10-09 18:18:02,PACOTTA PASTA KAFE ISTANBUL 6233,dessert,-285.0,[100-500]
2024-10-09 10:23:54,TAKSIDE POS ISTANBUL 6233,other,-133.95,[100-500]
2024-10-08 22:48:20,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-10-08 21:17:56,DLT TURIZM VE TIC.A.S. ISTANBUL 6233,travel,-5331.0,[5000+]
2024-10-08 19:39:55,GUR-SEL TURIZM ISTANBUL 6233,transportation,-100.0,[0-100]
2024-10-08 19:07:26,"ÜCRET H2410668533152 160,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-08 19:07:26,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1841971567 H2410668533152*FAST,money_transfer,-160.0,[100-500]
2024-10-08 13:18:10,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-10-08 03:04:23,"ÜCRET H2410664810414 412,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-08 03:04:23,KARYA SERT*TR310004600713888000145225*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1839977420 H2410664810414*FAST,money_transfer,-412.0,[100-500]
2024-10-08 02:32:06,"ÜCRET H2410664798379 850,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-08 02:32:06,KARYA SERT*TR310004600713888000145225*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1839969699 H2410664798379*FAST,money_transfer,-850.0,[500-1000]
2024-10-07 19:20:32,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-10.0,[0-100]
2024-10-07 19:19:53,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-69.0,[0-100]
2024-10-06 22:43:55,IYZICO /UNICOURSE.CO ISTANBUL 6233,market & shopping,-1199.2,[1000-2000]
2024-10-06 20:09:33,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-384.55,[100-500]
2024-10-06 19:51:22,"ÜCRET H2410657814908 600,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-06 19:51:22,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1836426256 H2410657814908*FAST,money_transfer,-600.0,[500-1000]
2024-10-06 17:45:38,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-220.0,[100-500]
2024-10-06 13:34:46,GUR-SEL TURIZM ISTANBUL 6233,transportation,-50.0,[0-100]
2024-10-06 11:55:41,"ÜCRET H2410656515665 500,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-06 11:55:41,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1835630111 H2410656515665*FAST,money_transfer,-500.0,[100-500]
2024-10-06 09:44:25,"ÜCRET H2410656275409 150,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-06 09:44:25,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1835490628 H2410656275409*FAST,money_transfer,-150.0,[100-500]
2024-10-06 09:41:59,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-51.0,[0-100]
2024-10-04 20:56:20,GUR-SEL TURIZM ISTANBUL 6233,transportation,-50.0,[0-100]
2024-10-04 18:46:48,GUR-SEL TURIZM ISTANBUL 6233,transportation,-40.0,[0-100]
2024-10-04 15:33:54,HOMER KITAPEVI ISTANBUL 6233,education,-65.22,[0-100]
2024-10-04 14:39:06,"ÜCRET H2410649261480 500,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-04 14:39:06,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1831381283 H2410649261480*FAST,money_transfer,-500.0,[100-500]
2024-10-04 13:51:03,KOPUKLU KAHVE GIDA ISTANBUL 6233,food,-25.0,[0-100]
2024-10-04 13:39:40,HESAP AÇMA İŞLEMİ 3485:0410248 -> 3485:0721674 3485/0721674 H,other,-132000.0,[5000+]
2024-10-04 13:35:52,"ÜCRET H2410648762177 18000,00 TRY ÜZ.",money_transfer,-8.86,[0-100]
2024-10-04 13:35:52,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1831113892 H2410648762177*FAST,money_transfer,-18000.0,[5000+]
2024-10-03 17:35:05,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-144.0,[100-500]
2024-10-01 00:47:42,"ÜCRET H2410631692379 1000,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-10-01 00:47:42,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1821418573 H2410631692379*FAST,money_transfer,-1000.0,[500-1000]
2024-09-30 10:58:59,INTERNET .DVZ ALIŞ KMV TUT. 9136.05 ÜZERİNDEN KMV %0.2,other,-18.27,[0-100]
2024-09-30 10:58:59,3485-0390787 İNTERNETTEN DÖVİZ ALIŞ,other,-9136.05,[5000+]
2024-09-30 10:55:31,INTERNET .DVZ ALIŞ KMV TUT. 3442.77 ÜZERİNDEN KMV %0.2,other,-6.89,[0-100]
2024-09-30 10:55:31,3485-0390773 İNTERNETTEN DÖVİZ ALIŞ,other,-3442.77,[2000-5000]
2024-09-30 10:49:26,HESAP AÇMA İŞLEMİ 3485:0410248 -> 3485:0719425 3485/0719425 H,other,-150000.0,[5000+]
2024-09-29 14:28:23,"ÜCRET H2409624261306 110,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-29 14:28:23,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1817597225 H2409624261306*FAST,money_transfer,-110.0,[100-500]
2024-09-28 23:15:43,MERCAN KOKOREC ISTANBUL 6233,food,-180.0,[100-500]
2024-09-28 19:38:18,PENTI ISTANBUL BESIKTAS ISTANBUL 6233,clothing,-186.98,[100-500]
2024-09-28 18:12:15,POCO MATCHA ISTANBUL 6233,coffee,-340.0,[100-500]
2024-09-28 17:04:32,"ÜCRET H2409622380337 251,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-28 17:04:32,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1816406714 H2409622380337*FAST,money_transfer,-251.0,[100-500]
2024-09-28 16:40:25,M.SARAYLAR DARONCO K ISTANBUL 6233,other,-222.5,[100-500]
2024-09-28 16:00:53,S/SICPA TURKEY MUZE ISTANBUL 6233,other,-60.0,[0-100]
2024-09-28 13:19:25,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-51.0,[0-100]
2024-09-27 20:19:56,MIGROS KURTKOY LENS AVM ISTANBUL 6233,market & shopping,-70.0,[0-100]
2024-09-27 20:05:39,KRISPY KREME KURTKOY LE ISTANBUL 6233,other,-390.0,[100-500]
2024-09-27 19:54:23,HOOK RESTORANT ISTANBUL 6233,food,-400.0,[100-500]
2024-09-27 18:31:51,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-354.98,[100-500]
2024-09-27 14:39:35,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-85.0,[0-100]
2024-09-27 14:18:01,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-75.0,[0-100]
2024-09-27 13:17:54,DOĞA KURTOĞLU KILAVUZ HE SAPTAN AKTARILAN,money_transfer,-20000.0,[5000+]
2024-09-27 12:02:30,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-200.0,[100-500]
2024-09-26 19:33:47,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-220.0,[100-500]
2024-09-26 11:55:15,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-185.0,[100-500]
2024-09-26 11:45:43,HOMER KITAPEVI ISTANBUL 6233,education,-235.0,[100-500]
2024-09-25 21:25:08,"ÜCRET H2409611777938 730,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-25 21:25:08,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1810349227 H2409611777938*FAST,money_transfer,-730.0,[500-1000]
2024-09-25 21:01:18,"ÜCRET H2409611705598 140,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-25 21:01:18,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1810307962 H2409611705598*FAST,money_transfer,-140.0,[100-500]
2024-09-25 20:35:59,CHAKRA ISTANBUL VIAPORT ISTANBUL 6233,clothing,-206.99,[100-500]
2024-09-25 20:18:46,DIRK ROSSMANN M ISTANBUL 6233,cosmetics,-623.75,[500-1000]
2024-09-25 19:57:17,YATAS YATAK VE YORGAN S ISTANBUL 6233,clothing,-325.15,[100-500]
2024-09-25 18:38:42,GUR-SEL TURIZM ISTANBUL 6233,transportation,-100.0,[0-100]
2024-09-25 13:40:53,SABANCI UNIVERSITE ISTANBUL 6233,education,-1000.0,[500-1000]
2024-09-25 11:09:39,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-85.0,[0-100]
2024-09-24 14:04:59,SABANCI UNIVERSITE ISTANBUL 6233,education,-200.0,[100-500]
2024-09-24 11:23:26,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-90.0,[0-100]
2024-09-23 13:42:25,SABANCI UNIVERSITE ISTANBUL 6233,education,-200.0,[100-500]
2024-09-22 21:59:43,CADDE CAFE TURIZM VESERV ISTANBUL 6233,coffee,-1450.0,[1000-2000]
2024-09-21 18:04:52,MIGROS M KIBRIS SEHIT. IZMIR 6233,market & shopping,-9.75,[0-100]
2024-09-21 01:16:07,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-1660.0,[1000-2000]
2024-09-18 00:08:23,LOREAL TURKIYE KOZMETIK-KISTANBUL 6233,cosmetics,-1350.0,[1000-2000]
2024-09-16 18:38:40,DOST MARKET IZMIR 6233,market & shopping,-7.5,[0-100]
2024-09-16 11:53:25,DOĞA KURTOĞLU KILAVUZ HE SAPTAN AKTARILAN,money_transfer,-15000.0,[5000+]
2024-09-15 18:52:10,CAGLAR NISANCI IZMIR 6233,other,-200.0,[100-500]
2024-09-15 18:40:57,MESHUR ACARLAR IZMIR 6233,other,-20.0,[0-100]
2024-09-14 19:13:47,"ÜCRET H2409561430286 1100,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-14 19:13:47,FADİME DEMİR*TR710011100000000089026606*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1782711168 H2409561430286*FAST,money_transfer,-1100.0,[1000-2000]
2024-09-14 14:37:56,TAKSIDE POS ISTANBUL 6233,other,-418.91,[100-500]
2024-09-14 14:31:53,"ÜCRET H2409560483325 90,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-09-14 14:31:53,NİHAT KOCAMANOĞLI*TR190013400000065459000015*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1782081463 H2409560483325*FAST,money_transfer,-90.0,[0-100]
2024-09-14 00:13:55,BOSTANLI ET DUNYASI IZMIR 6233,other,-400.0,[100-500]
2024-09-13 18:29:59,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-75.0,[0-100]
2024-09-13 17:13:32,YEMEKSEPETI ISTANBUL 6233,food,-561.24,[500-1000]
2024-09-13 14:24:45,IZMIRIM KART WEB DOL IZMIR 6233,transportation,-20.0,[0-100]
2024-09-12 21:07:55,"ÜCRET H2409554109058 98000,00 TRY ÜZ.",money_transfer,-8.86,[0-100]
2024-09-12 21:07:55,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1778526115 H2409554109058*FAST,money_transfer,-98000.0,[5000+]
2024-09-11 16:52:31,OSAB RESTORAN BOSTANLI IZMIR 6233,other,-365.0,[100-500]
2024-09-11 15:24:20,IZMIRIM KART WEB DOL IZMIR 6233,transportation,-20.0,[0-100]
2024-09-11 14:36:53,SOLE ACCESSORY IZMIR 6233,clothing,-280.0,[100-500]
2024-09-10 12:59:24,TOPLU TASIMA UCRETI IZMIR 6233,other,-19.5,[0-100]
2024-09-05 11:13:04,"EFT ÜCRET*SRG0048909* 110,80TL*MAKTU**+BSMV 3485/3929921 *MUH",money_transfer,-110.8,[100-500]
2024-09-05 11:13:04,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*0048909,money_transfer,-600000.0,[5000+]
2024-09-04 15:34:41,IYZICO*BLUTV.COM ISTANBUL 6233,market & shopping,-1078.8,[1000-2000]
2024-09-04 14:48:45,DENIZPARK IZMIR 6233,other,-20.0,[0-100]
2024-09-03 00:14:08,HESAP AÇMA İŞLEMİ 3485:0410248 -> 3485:0712053 3485/0712053 H,other,-825000.0,[5000+]
2024-09-02 21:06:23,TAKSIPAY IZMIR 6233,other,-167.95,[100-500]
2024-09-02 20:40:02,TOPLU TASIMA UCRETI IZMIR 6233,other,-19.5,[0-100]
2024-09-02 18:43:58,CEY CEY KAFE IZMIR 6233,other,-68.0,[0-100]
2024-09-02 16:01:17,CAFFE NERO-HILL TOWN KAR IZMIR 6233,coffee,-162.0,[100-500]
2024-09-02 14:53:12,ATAKENT KEYIF IZMIR 6233,other,-110.0,[100-500]
2024-08-31 19:29:30,09821 NUMARALI BANKAMATİK TEN PARA ÇEKME,other,-500.0,[100-500]
2024-08-31 19:13:25,STUDIO HOUSE IZMIR 6233,other,-380.0,[100-500]
2024-08-31 14:56:33,ALSANCAK DOSTLARFIRINI GIIZMIR 6233,other,-30.0,[0-100]
2024-08-28 07:57:28,CEMRE 1 KUZEY IZMIR 6233,other,-1500.0,[1000-2000]
2024-08-27 22:47:03,AIRBNB * HMPPN54AMW 6233,travel,-3759.99,[2000-5000]
2024-08-27 13:08:22,GETIR PERAKENDE ISTANBUL 6233,other,-257.08,[100-500]
2024-08-27 00:43:39,HOUSE OF RENE IZMIR 6233,other,-655.0,[500-1000]
2024-08-26 22:52:07,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-08-26 17:43:47,YEMEKSEPETI ISTANBUL 6233,food,-443.7,[100-500]
2024-08-25 16:40:56,SHELL KARSIYAKA IZMIR 6233,fuel,-1000.0,[500-1000]
2024-08-21 18:40:53,KAHVE DUNYASI IZMIR SWI IZMIR 6233,dessert,-55.0,[0-100]
2024-08-21 18:40:19,KAHVE DUNYASI IZMIR SWI IZMIR 6233,dessert,-140.0,[100-500]
2024-08-21 17:32:19,YAGHANECIPETROL IZMIR 6233,fuel,-1500.0,[1000-2000]
2024-08-20 22:35:50,STUDIO HOUSE IZMIR 6233,other,-225.0,[100-500]
2024-08-19 18:51:20,MIGROS ALSANCAK MACROCE IZMIR 6233,market & shopping,-29.95,[0-100]
2024-08-19 18:24:19,NOW TEKEL GIDA SANAYI VE IZMIR 6233,food,-10.0,[0-100]
2024-08-19 18:16:37,ACIK ALAN OTOPARKLAR IZMIR 6233,other,-70.0,[0-100]
2024-08-18 20:05:52,TUSEM PETROL IZMIR 6233,fuel,-1000.0,[500-1000]
2024-08-16 15:21:02,WHITE BEACH IZMIR 6233,other,-3000.0,[2000-5000]
2024-08-16 13:12:19,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-15.0,[0-100]
2024-08-15 22:27:08,KAVALA WINE BISTRO BAR IZMIR 6233,coffee,-260.0,[100-500]
2024-08-15 12:05:54,FLYPEGASUS PGS333637008 ISTANBUL 6233,transportation,-5636.0,[5000+]
2024-08-15 08:05:15,SARITAS TURIZM INSAAT TI IZMIR 6233,travel,-135.0,[100-500]
2024-08-14 08:01:00,TANKAR OTOMOTIV PETROL IZMIR 6233,fuel,-2000.0,[1000-2000]
2024-08-14 08:00:57,TANKAR OTOMOTIV PETROL IZMIR 6233,fuel,-135.0,[100-500]
2024-08-13 18:30:26,ACIK ALAN OTOPARKLAR IZMIR 6233,other,-70.0,[0-100]
2024-08-12 16:07:56,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-224.0,[100-500]
2024-08-10 21:34:47,RASA COMMUNITY IZMIR 6233,other,-260.0,[100-500]
2024-08-09 20:42:55,STUDIO HOUSE IZMIR 6233,other,-515.0,[500-1000]
2024-08-07 18:49:48,YEMEKSEPETI MARKET ISTANBUL 6233,market & shopping,-283.58,[100-500]
2024-08-07 17:30:35,YAGHANECIPETROL IZMIR 6233,fuel,-1500.0,[1000-2000]
2024-08-06 19:48:39,15370 NUMARALI BANKAMATİK TEN PARA ÇEKME,other,-4000.0,[2000-5000]
2024-08-05 19:46:06,ÖNPROVIZYON KAPAMA HESAPTAN DÜŞME 6233,other,-1105.46,[1000-2000]
2024-08-05 18:14:47,WATSONS-MAVIBAHCE IZMIR 6233,cosmetics,-166.9,[100-500]
2024-08-05 18:07:36,SHEISMONO IZMIR 6233,clothing,-974.9,[500-1000]
2024-08-05 14:08:14,IYZICO*BLUTV.COM ISTANBUL 6233,market & shopping,-179.9,[100-500]
2024-08-05 14:08:11,IYZICO*BLUTV.COM ISTANBUL 6233,market & shopping,-1.0,[0-100]
2024-08-04 17:06:11,BABONGO PIZZA IZMIR 6233,food,-120.0,[100-500]
2024-08-04 16:47:56,DUT CAFE IZMIR 6233,coffee,-175.0,[100-500]
2024-08-04 13:19:16,CEMRE 1 KUZEY IZMIR 6233,other,-1000.0,[500-1000]
2024-07-31 14:48:36,DIRIL ECZANESI IZMIR 6233,health,-506.0,[500-1000]
2024-07-31 14:41:14,13084 NUMARALI BANKAMATİK TEN PARA ÇEKME,other,-500.0,[100-500]
2024-07-31 12:06:54,02765 NUMARALI BANKAMATİK TEN PARA ÇEKME,other,-3200.0,[2000-5000]
2024-07-31 11:43:12,SBX IZM ALSANCAK RESERV IZMIR 6233,food,-199.0,[100-500]
2024-07-31 11:27:31,SOLE ACCESSORY IZMIR 6233,clothing,-1400.0,[1000-2000]
2024-07-26 22:47:15,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-07-13 19:30:05,"ÜCRET H2407297179186 300,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-07-13 19:30:05,EMREHAN ÖZAY*TR230006701000000052928510*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1638717290 H2407297179186*FAST,money_transfer,-300.0,[100-500]
2024-07-02 22:49:22,AIRBNB * HM9KAPPW9K 6233,travel,-4916.58,[2000-5000]
2024-07-02 22:49:22,AIRBNB * TAB4AMCZ 6233,travel,-4303.44,[2000-5000]
2024-07-01 08:18:47,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-516.66,[500-1000]
2024-06-26 22:48:34,SPOTIFY 6233,subscriptions,-32.99,[0-100]
2024-06-25 10:24:50,İNTERAKTİF/4543********5500 İŞCEP KRE.KART BORÇ ÖDEME,transportation,-3584.0,[2000-5000]
2024-06-21 09:20:01,AYPARA ODEME/BELBIM ISTANBUL 6233,market & shopping,-10.0,[0-100]
2024-06-20 21:30:32,YEMEKSEPETI ISTANBUL 6233,food,-230.35,[100-500]
2024-06-20 20:02:41,ALBATROS BUFE IZMIR 6233,other,-1000.0,[500-1000]
2024-06-20 15:21:31,MINISO MAVIBAHCE AVM IZMIR 6233,other,-610.23,[500-1000]
